X,Y,Z
14.958,9.88229,96.0473
-15.8501,2.31013,86.59
-24.9654,33.0753,107.174
14.2446,9.69557,-3.38655
-16.7008,2.65741,-12.3442
-25.4617,33.8543,-12.3083
