6.49296,-34.8475,85.141,-104.428,0.369042,0.548611,-0.379667,0.647061,-2.54572,8.76983,-85.8229,0.837573,0.50783,0.201443,0
6.51393,-34.848,85.142,-104.429,0.369049,0.548612,-0.379667,0.647056,-2.44427,8.56815,-85.733,0.838506,0.506555,0.200773,0
6.53892,-34.848,85.1427,-104.429,0.369047,0.54861,-0.379669,0.647057,-2.34429,8.33149,-85.6413,0.839552,0.505107,0.200051,0
6.56393,-34.8486,85.1438,-104.429,0.36905,0.548618,-0.379664,0.647052,-2.30412,8.15752,-85.4887,0.840366,0.503885,0.199714,0
6.58895,-34.8486,85.1422,-104.426,0.369053,0.548627,-0.379653,0.647049,-2.21367,7.96562,-85.374,0.841299,0.502564,0.199113,0
6.6139,-34.8496,85.1416,-104.425,0.369049,0.54863,-0.379653,0.647048,-2.14249,7.74947,-85.2497,0.842285,0.501222,0.198324,0
6.63892,-34.8497,85.1398,-104.425,0.369051,0.548621,-0.379654,0.647055,-2.05391,7.54225,-85.1401,0.843302,0.499881,0.197385,0
6.66388,-34.8498,85.1417,-104.427,0.369057,0.548614,-0.379655,0.647057,-1.98025,7.3084,-84.9881,0.84445,0.498242,0.196618,0
6.6888,-34.8498,85.1421,-104.426,0.369061,0.548618,-0.379649,0.647055,-1.9117,7.14029,-84.8722,0.845364,0.497036,0.195741,0
6.7138,-34.85,85.1455,-104.428,0.369063,0.548619,-0.379652,0.64705,-1.85037,6.96612,-84.7863,0.846291,0.495744,0.19501,0
6.7388,-34.8503,85.1459,-104.428,0.369068,0.548633,-0.379642,0.647042,-1.81815,6.73306,-84.6606,0.847429,0.494122,0.194184,0
6.76379,-34.8509,85.1448,-104.426,0.369064,0.548661,-0.379621,0.647032,-1.74028,6.5074,-84.4865,0.848731,0.492239,0.193279,0
6.78874,-34.8519,85.1425,-104.426,0.369066,0.548656,-0.379619,0.647037,-1.63026,6.28262,-84.4138,0.849849,0.490675,0.192338,0
6.81379,-34.8512,85.1419,-104.426,0.369065,0.548649,-0.379623,0.647041,-1.47993,6.18882,-84.2842,0.850726,0.489319,0.191916,0
6.83874,-34.8508,85.1427,-104.428,0.369069,0.54865,-0.37962,0.64704,-1.44036,5.93546,-84.1678,0.851978,0.487497,0.190998,0
6.86374,-34.8501,85.1434,-104.429,0.369076,0.548649,-0.379618,0.647038,-1.35353,5.81031,-83.893,0.853202,0.485559,0.19047,0
6.88871,-34.8498,85.1438,-104.428,0.369072,0.548658,-0.379614,0.647035,-1.32709,5.6618,-83.8453,0.853918,0.484528,0.189884,0
6.91371,-34.8499,85.1418,-104.426,0.369069,0.548666,-0.379604,0.647035,-1.60684,5.38736,-83.5911,0.85469,0.483,0.190307,0
6.93868,-34.8505,85.14,-104.425,0.369066,0.548668,-0.379601,0.647037,-1.71387,5.24739,-83.3287,0.855591,0.481393,0.19033,0
6.96368,-34.8488,85.1402,-104.424,0.36906,0.548656,-0.379612,0.647044,-1.1991,4.98674,-83.3127,0.857891,0.478318,0.187709,0
6.98868,-34.848,85.1401,-104.423,0.369059,0.548646,-0.379621,0.647048,-1.28706,4.95058,-83.2451,0.85805,0.478242,0.187175,0
7.01368,-34.8481,85.1402,-104.426,0.369065,0.548644,-0.379618,0.647049,-0.92576,4.57685,-83.2093,0.860443,0.474864,0.184775,0
7.03868,-34.8471,85.1409,-104.425,0.369063,0.548651,-0.379614,0.647047,-0.829734,4.31372,-83.1181,0.861871,0.472625,0.183861,0
7.06364,-34.8481,85.141,-104.424,0.369059,0.548663,-0.379608,0.647042,-0.842511,4.21385,-82.8543,0.86282,0.471063,0.183418,0
7.0886,-34.8489,85.139,-104.423,0.369061,0.548661,-0.379605,0.647044,-0.844772,4.06689,-82.7232,0.863892,0.469355,0.182746,0
7.11357,-34.848,85.1394,-104.422,0.36906,0.548645,-0.379617,0.647051,-0.650488,3.72633,-82.6284,0.865802,0.466364,0.181361,0
7.13859,-34.8489,85.14,-104.424,0.369064,0.548658,-0.379607,0.647043,-0.659784,3.6792,-82.4172,0.866452,0.465055,0.181618,0
7.16357,-34.8484,85.1411,-104.424,0.369065,0.548659,-0.37961,0.647041,-0.488433,3.4512,-82.2907,0.86805,0.462475,0.18057,0
7.18855,-34.8487,85.14,-104.424,0.369065,0.548659,-0.379608,0.647042,-0.381859,3.18762,-82.1522,0.869641,0.459949,0.179364,0
7.21355,-34.8491,85.137,-104.423,0.369062,0.548667,-0.379598,0.647041,-0.280645,2.9902,-82.0926,0.870698,0.45843,0.178123,0
7.23852,-34.8507,85.1368,-104.423,0.369064,0.54867,-0.379595,0.64704,-0.297152,2.96665,-81.8959,0.871481,0.456642,0.178879,0
7.26355,-34.849,85.1375,-104.422,0.369057,0.548653,-0.379613,0.647048,-0.222569,2.82447,-81.6477,0.872742,0.454246,0.178835,0
7.2885,-34.849,85.1366,-104.422,0.369061,0.548646,-0.379615,0.647051,-0.0163468,2.4954,-81.5637,0.874653,0.451381,0.17674,0
7.3135,-34.8473,85.1382,-104.425,0.369063,0.54864,-0.379617,0.647053,-0.0858792,2.39558,-81.4945,0.87549,0.449701,0.17688,0
7.33847,-34.8476,85.1406,-104.426,0.369062,0.548637,-0.379626,0.647051,-0.101338,2.43409,-81.4128,0.875592,0.449746,0.176258,0
7.36346,-34.8469,85.1392,-104.426,0.369061,0.548656,-0.379607,0.647046,0.0316195,2.00041,-81.0476,0.877994,0.445435,0.175253,0
7.38845,-34.8469,85.1392,-104.428,0.369061,0.548655,-0.379606,0.647047,0.390797,1.80028,-80.7558,0.880118,0.441682,0.174095,0
7.41345,-34.8468,85.1386,-104.428,0.36906,0.548647,-0.379612,0.647052,0.459882,1.50786,-80.8647,0.881256,0.440579,0.171108,0
7.43846,-34.8451,85.1404,-104.428,0.369057,0.548642,-0.379618,0.647054,0.260113,1.47475,-80.526,0.881781,0.439376,0.171494,0
7.46341,-34.8449,85.1398,-104.428,0.36906,0.548624,-0.379628,0.647062,0.325772,1.28846,-80.3769,0.883073,0.437014,0.17088,0
7.4884,-34.8445,85.1391,-104.426,0.369058,0.54864,-0.379618,0.647056,0.410062,1.15069,-80.2282,0.884092,0.435164,0.170335,0
7.51338,-34.844,85.1389,-104.426,0.369054,0.548646,-0.379615,0.647055,0.467574,0.967409,-80.0226,0.885473,0.432525,0.169882,0
7.53837,-34.8444,85.1396,-104.427,0.369054,0.548639,-0.379622,0.647057,0.590445,0.792058,-79.8479,0.886882,0.429627,0.169883,0
7.56334,-34.8446,85.1372,-104.423,0.369044,0.548642,-0.37962,0.647061,0.670165,0.630749,-79.6848,0.888109,0.427305,0.169332,0
7.58835,-34.8434,85.1352,-104.422,0.369041,0.548643,-0.379615,0.647065,0.737291,0.442984,-79.5194,0.889457,0.42505,0.167925,0
7.61331,-34.8437,85.1357,-104.422,0.369042,0.548636,-0.379618,0.647068,0.783718,0.284953,-79.3445,0.890769,0.422607,0.167136,0
7.63829,-34.8425,85.1367,-104.423,0.36904,0.548619,-0.37963,0.647076,0.858854,0.117383,-79.1541,0.892149,0.420085,0.166128,0
7.66331,-34.842,85.1373,-104.422,0.369042,0.548631,-0.379622,0.64707,0.870865,-0.0175331,-78.9536,0.893213,0.418101,0.165418,0
7.68826,-34.8416,85.137,-104.422,0.369042,0.54863,-0.379622,0.647071,0.92236,-0.155045,-78.7487,0.894366,0.415884,0.164772,0
7.71327,-34.841,85.1394,-104.423,0.36904,0.548636,-0.379623,0.647066,1.06409,-0.38465,-78.6167,0.896022,0.412959,0.163121,0
7.73824,-34.8392,85.1389,-104.424,0.369037,0.54861,-0.379637,0.647081,1.11335,-0.562951,-78.4474,0.897291,0.41047,0.162428,0
7.76324,-34.841,85.1397,-104.426,0.369041,0.548616,-0.379635,0.647076,1.16232,-0.691808,-78.2681,0.898362,0.408511,0.161443,0
7.78821,-34.8418,85.1405,-104.428,0.369042,0.548622,-0.379633,0.647071,1.27225,-0.898829,-78.1352,0.899794,0.405613,0.160776,0
7.81323,-34.8413,85.1406,-104.433,0.369049,0.548626,-0.379626,0.647068,1.31519,-1.00417,-77.8914,0.900849,0.403491,0.160209,0
7.8382,-34.8432,85.1401,-104.435,0.369049,0.548631,-0.379623,0.647065,1.35463,-1.22628,-77.7852,0.902305,0.400745,0.158896,0
7.86316,-34.8429,85.1394,-104.436,0.369051,0.548639,-0.379615,0.647062,1.45722,-1.29263,-77.5711,0.903263,0.398528,0.159035,0
7.88722,-34.8445,85.1407,-104.439,0.36905,0.548649,-0.379615,0.647054,1.45722,-1.29263,-77.5711,0.903263,0.398528,0.159035,0
7.91315,-34.8439,85.1397,-104.439,0.369048,0.54864,-0.379621,0.647059,1.62875,-1.62865,-77.2384,0.905593,0.393604,0.158045,0
7.93814,-34.8457,85.1408,-104.442,0.369045,0.54864,-0.379627,0.647058,1.61962,-1.77023,-77.0118,0.906597,0.391662,0.157109,0
7.96312,-34.8467,85.1396,-104.443,0.369047,0.548651,-0.379615,0.647054,1.69074,-1.92172,-76.8039,0.907719,0.389284,0.156538,0
7.98811,-34.848,85.14,-104.444,0.36905,0.548675,-0.379597,0.647042,1.75495,-2.07788,-76.5981,0.908854,0.386889,0.155891,0
8.01311,-34.847,85.1377,-104.443,0.369048,0.548671,-0.379595,0.647048,1.84863,-2.24859,-76.4689,0.909989,0.384927,0.154113,0
8.0381,-34.8459,85.1356,-104.443,0.369049,0.548673,-0.379587,0.647051,1.93024,-2.41689,-76.2672,0.911051,0.382859,0.152987,0
8.06307,-34.8453,85.1349,-104.442,0.369044,0.548686,-0.379579,0.647047,1.9796,-2.52043,-76.014,0.911755,0.381158,0.153039,0
8.08802,-34.8446,85.1334,-104.44,0.369042,0.548679,-0.379584,0.647052,2.03069,-2.71931,-75.9227,0.912729,0.379187,0.15213,0
8.11302,-34.8445,85.134,-104.44,0.369045,0.548674,-0.379586,0.647053,2.08277,-2.90686,-75.7053,0.913844,0.37696,0.150965,0
8.13805,-34.8441,85.1321,-104.44,0.369045,0.548677,-0.379578,0.647055,2.15146,-3.07824,-75.6056,0.914677,0.375516,0.149514,0
8.16301,-34.8439,85.134,-104.44,0.369044,0.548675,-0.379581,0.647055,2.13953,-3.24527,-75.3935,0.915522,0.373903,0.14838,0
8.18703,-34.8421,85.1335,-104.44,0.369044,0.548677,-0.379578,0.647055,2.12744,-3.38275,-75.1778,0.916208,0.372322,0.148118,0
